4, 3, ND2, 0, 1, 0.6820, 0, 1, 0.6820, 4588171.4016, 069.jpg, 1!
4, 3, Novel, 1, 1, 0.9990, 1, 1, 0.9990, 4588171.4009, 061.jpg, 2@
4, 3, CSing, 0, 1, 0.9446, 0, 1, 0.9446, 4588171.4000, 083.jpg, 1!
4, 3, NSing, 0, 1, 0.7850, 0, 1, 0.7850, 4588171.3995, 073.jpg, 1!
4, 3, CSing, 0, 1, 0.8398, 0, 1, 0.8398, 4588171.3986, 041.jpg, 1!
4, 3, CS1, 0, 1, 0.7798, 0, 1, 0.7798, 4588171.3976, 018.jpg, 1!
4, 3, Novel, 0, 1, 0.9687, 0, 1, 0.9687, 4588171.3968, 081.jpg, 2@
4, 3, CD1, 1, 1, 0.9989, 1, 1, 0.9989, 4588171.4043, 052.jpg, 1!
4, 3, Novel, 0, 1, 0.8317, 0, 1, 0.8317, 4588171.4038, 089.jpg, 2@
4, 3, NSing, 0, 1, 0.8004, 0, 1, 0.8004, 4588171.4032, 053.jpg, 1!
4, 3, CS1, 0, 1, 0.9459, 0, 1, 0.9459, 4588171.4027, 046.jpg, 1!
4, 3, ND2, 0, 1, 0.7908, 0, 1, 0.7908, 4588171.4017, 069.jpg, 1!
4, 3, NS2, 0, 1, 0.9422, 0, 1, 0.9422, 4588171.4012, 095.jpg, 1!
4, 3, NSing, 0, 1, 0.8720, 0, 1, 0.8720, 4588171.4004, 062.jpg, 1!
4, 3, CD2, 0, 1, 0.8927, 0, 1, 0.8927, 4588171.3998, 016.jpg, 1!
4, 3, Novel, 0, 1, 0.8937, 0, 1, 0.8937, 4588171.3988, 003.jpg, 2@
4, 3, CS2, 1, 1, 0.9990, 1, 1, 0.9990, 4588171.3978, 031.jpg, 1!
4, 3, CSing, 0, 1, 0.8624, 0, 1, 0.8624, 4588171.3970, 041.jpg, 1!
4, 3, CD2, 0, 1, 0.7356, 0, 1, 0.7356, 4588171.4048, 016.jpg, 1!
4, 3, NSing, 0, 1, 0.7762, 0, 1, 0.7762, 4588171.4043, 036.jpg, 1!
4, 3, CD2, 0, 1, 0.6518, 0, 1, 0.6518, 4588171.4037, 070.jpg, 1!
4, 3, CD1, 0, 1, 0.6655, 0, 1, 0.6655, 4588171.4030, 025.jpg, 1!
4, 3, NS2, 1, 1, 0.9990, 1, 1, 0.9990, 4588171.4023, 095.jpg, 1!
4, 3, CSing, 0, 1, 0.7418, 0, 1, 0.7418, 4588171.4017, 032.jpg, 1!
4, 3, CS2, 0, 1, 0.7656, 0, 1, 0.7656, 4588171.4008, 020.jpg, 1!
4, 3, Novel, 0, 1, 0.9475, 0, 1, 0.9475, 4588171.3999, 010.jpg, 2@
4, 3, CS1, 0, 1, 0.8022, 0, 1, 0.8022, 4588171.3992, 018.jpg, 1!
4, 3, ND2, 0, 1, 0.9668, 0, 1, 0.9668, 4588171.3986, 085.jpg, 1!
4, 3, CS1, 0, 1, 0.9234, 0, 1, 0.9234, 4588171.3980, 046.jpg, 1!
4, 3, Novel, 1, 1, 0.9989, 1, 1, 0.9989, 4588171.3973, 022.jpg, 2@
4, 3, CD2, 0, 1, 0.7628, 0, 1, 0.7628, 4588171.3966, 070.jpg, 1!
4, 3, ND1, 0, 1, 0.7902, 0, 1, 0.7902, 4588171.4042, 086.jpg, 1!
4, 3, CS2, 0, 1, 0.7987, 0, 1, 0.7987, 4588171.4037, 031.jpg, 1!
4, 3, CD1, 1, 1, 0.9989, 1, 1, 0.9989, 4588171.4032, 052.jpg, 1!
4, 3, NS1, 0, 1, 0.8029, 0, 1, 0.8029, 4588171.4025, 072.jpg, 1!
4, 3, NS2, 0, 1, 0.7665, 0, 1, 0.7665, 4588171.4018, 028.jpg, 1!
4, 3, ND1, 0, 1, 0.8401, 0, 1, 0.8401, 4588171.4012, 086.jpg, 1!
4, 3, NS2, 0, 1, 0.7238, 0, 1, 0.7238, 4588171.4005, 028.jpg, 1!
4, 3, ND1, 0, 1, 0.7888, 0, 1, 0.7888, 4588171.3996, 078.jpg, 1!
4, 3, NS1, 1, 1, 0.9989, 1, 1, 0.9989, 4588171.3987, 072.jpg, 1!
4, 3, ND2, 0, 1, 0.8017, 0, 1, 0.8017, 4588171.3977, 085.jpg, 1!
4, 3, NS1, 0, 1, 0.9176, 0, 1, 0.9176, 4588171.3967, 088.jpg, 1!
4, 3, Novel, 0, 1, 0.9077, 0, 1, 0.9077, 4588171.4046, 043.jpg, 2@
4, 3, CS2, 0, 1, 0.8705, 0, 1, 0.8705, 4588171.4037, 020.jpg, 1!
4, 3, ND1, 0, 1, 0.7413, 0, 1, 0.7413, 4588171.4030, 078.jpg, 1!
4, 3, CD1, 0, 1, 0.7149, 0, 1, 0.7149, 4588171.4024, 025.jpg, 1!
4, 3, Novel, 1, 1, 0.9989, 1, 1, 0.9989, 4588171.4016, 019.jpg, 2@
4, 3, NS1, 0, 1, 0.7756, 0, 1, 0.7756, 4588171.4007, 088.jpg, 1!
