x, 1, 1, cat, 30, 1, n, m, 14, 095.jpg, different, cat_different_pair2, 0, 0.0003
x, 1, 2, nback, 30, 1, n, n, 47, 025.jpg, singleton, nback_singleton, 1, 0.0694
x, 1, 3, cat, 30, 0, , n, 19, 051.jpg, singleton, cat_singleton, 0, -1.0000
x, 1, 4, nback, 30, 0, , n, 41, 003.jpg, singleton, nback_singleton, 0, -1.0000
