1, 1, same, 1, 4, 2, 1, 1, 0.8624
1, 1, different, 2, 8, 1, 2, 1, 6.9478
1, 1, same, 1, 3, 2, 1, 1, 0.6622
1, 1, same, 2, 2, 4, 2, 1, 0.7698
1, 1, same, 1, 3, 2, 2, 0, 0.8292
1, 1, same, 2, 3, 2, 2, 1, 0.5749
1, 1, different, 2, 7, 2, 1, 0, 0.5270
1, 1, different, 2, 7, 1, 2, 1, 2.0126
1, 1, different, 1, 7, 2, 1, 1, 0.2347
1, 1, different, 2, 6, 8, 2, 1, 0.2013
1, 1, different, 2, 5, 8, 2, 1, 0.2352
1, 1, different, 2, 8, 1, 2, 1, 0.4613
1, 1, same, 2, 3, 1, 2, 1, 0.3232
1, 1, same, 2, 4, 1, 2, 1, 0.3738
1, 1, different, 2, 8, 2, 1, 0, 0.2779
1, 1, same, 2, 1, 4, 2, 1, 0.2725
1, 1, same, 1, 1, 3, 2, 0, 0.3776
1, 1, different, 2, 8, 2, 2, 1, 0.2758
1, 1, different, 1, 8, 2, 2, 0, 0.2544
1, 1, same, 1, 2, 1, 2, 0, 0.2500
1, 1, different, 1, 7, 2, 2, 0, 0.2437
1, 1, same, 1, 1, 4, 1, 1, 0.5391
1, 1, different, 1, 6, 5, 1, 1, 0.3163
1, 1, same, 2, 1, 3, 1, 0, 0.2244
1, 1, same, 2, 4, 2, 2, 1, 0.3410
1, 1, same, 2, 3, 2, 2, 1, 0.0008
1, 1, different, 1, 6, 8, 1, 1, 0.3508
1, 1, different, 1, 8, 1, 2, 0, 0.3164
1, 1, different, 1, 7, 1, 2, 0, 1.4889
1, 1, different, 1, 5, 7, 1, 1, 0.2464
1, 1, same, 2, 4, 2, 2, 1, 0.2339
1, 1, same, 2, 3, 1, 2, 1, 0.3401
1, 1, same, 1, 4, 1, 1, 1, 1.4125
1, 1, different, 2, 6, 5, 2, 1, 0.4338
1, 1, different, 2, 7, 2, 2, 1, 0.2156
1, 1, different, 2, 5, 7, 2, 1, 0.3845
1, 1, different, 2, 5, 8, 2, 1, 0.2255
1, 1, same, 1, 2, 4, 1, 1, 0.2314
1, 1, same, 1, 3, 1, 1, 1, 0.0009
1, 1, different, 1, 6, 8, 1, 1, 0.3161
1, 1, different, 2, 6, 8, 2, 1, 0.2423
1, 1, different, 1, 5, 8, 1, 1, 0.2279
1, 1, different, 1, 7, 1, 1, 1, 0.2646
1, 1, same, 1, 2, 1, 1, 1, 0.2578
1, 1, same, 2, 1, 4, 2, 1, 0.2184
1, 1, same, 1, 2, 4, 2, 0, 0.2662
1, 1, same, 2, 1, 3, 2, 1, 0.3377
1, 1, same, 1, 4, 1, 1, 1, 0.6364
1, 1, same, 2, 2, 4, 1, 0, 0.4281
1, 1, different, 2, 6, 5, 2, 1, 0.2492
1, 1, same, 2, 4, 1, 2, 1, 0.2126
1, 1, same, 2, 2, 1, 2, 1, 0.2871
1, 1, different, 1, 6, 5, 1, 1, 0.9962
1, 1, different, 1, 8, 1, 1, 1, 0.3792
1, 1, same, 1, 1, 3, 1, 1, 0.4462
1, 1, different, 2, 5, 7, 2, 1, 0.3445
1, 1, same, 1, 4, 2, 1, 1, 0.2566
1, 1, different, 1, 8, 2, 1, 1, 0.3716
1, 1, different, 1, 5, 7, 1, 1, 0.3396
1, 1, same, 1, 3, 1, 1, 1, 0.3769
1, 1, same, 1, 1, 4, 2, 0, 0.3692
1, 1, different, 1, 5, 8, 1, 1, 0.3112
1, 1, different, 2, 7, 1, 2, 1, 0.4474
1, 1, same, 2, 2, 1, 1, 0, 0.2814
