9, 1, different, 1, 6, 5, 1, 1, 7.5364
9, 1, different, 2, 5, 8, 1, 0, 0.6387
9, 1, same, 1, 3, 2, 1, 1, 0.6157
9, 1, same, 2, 2, 1, 1, 0, 0.5598
9, 1, same, 2, 1, 4, 1, 0, 0.5052
9, 1, same, 2, 2, 4, 1, 0, 0.5301
9, 1, same, 2, 4, 2, 1, 0, 1.2051
9, 1, different, 1, 8, 1, 2, 0, 0.5982
9, 1, different, 2, 8, 1, 2, 1, 0.5018
9, 1, different, 1, 7, 2, 2, 0, 0.8295
9, 1, different, 2, 8, 2, 1, 0, 0.3013
9, 1, same, 2, 4, 1, 2, 1, 0.7041
9, 1, different, 2, 7, 2, 2, 1, 0.4758
9, 1, different, 2, 7, 1, 1, 0, 0.9433
9, 1, different, 1, 8, 2, 2, 0, 0.4528
9, 1, different, 1, 6, 5, 1, 1, 1.9182
9, 1, different, 2, 6, 8, 1, 0, 0.3533
9, 1, same, 1, 2, 1, 1, 1, 1.9302
9, 1, different, 2, 6, 5, 1, 0, 0.5075
9, 1, same, 2, 3, 2, 1, 0, 0.5773
9, 1, same, 2, 3, 1, 1, 0, 0.6921
9, 1, same, 1, 1, 4, 1, 1, 0.7339
9, 1, different, 2, 6, 8, 1, 0, 0.8625
9, 1, different, 1, 8, 2, 1, 1, 0.4664
9, 1, same, 2, 1, 3, 1, 0, 0.5682
9, 1, same, 1, 1, 3, 2, 0, 0.5165
9, 1, different, 1, 5, 7, 1, 1, 0.3316
9, 1, same, 2, 1, 4, 1, 0, 1.3836
9, 1, same, 1, 3, 1, 1, 1, 0.4931
9, 1, same, 1, 3, 1, 2, 0, 0.6643
9, 1, different, 2, 7, 1, 2, 1, 0.4856
9, 1, different, 2, 8, 1, 1, 0, 0.2864
9, 1, same, 1, 2, 4, 1, 1, 0.2576
9, 1, same, 1, 2, 4, 1, 1, 0.3636
9, 1, different, 1, 5, 8, 1, 1, 0.3011
9, 1, different, 1, 5, 7, 2, 0, 0.5452
9, 1, different, 1, 6, 8, 2, 0, 0.3722
9, 1, same, 1, 4, 2, 2, 0, 1.6560
9, 1, different, 1, 8, 1, 1, 1, 1.4647
9, 1, different, 2, 5, 8, 2, 1, 1.7027
9, 1, same, 1, 4, 1, 1, 1, 2.0233
9, 1, same, 1, 4, 2, 1, 1, 0.3594
9, 1, same, 2, 4, 1, 1, 0, 0.6399
9, 1, same, 1, 1, 3, 1, 1, 1.1190
9, 1, different, 1, 7, 1, 2, 0, 0.6143
9, 1, same, 2, 1, 3, 1, 0, 1.7207
9, 1, different, 1, 5, 8, 2, 0, 0.4398
9, 1, same, 1, 3, 2, 1, 1, 0.6794
9, 1, different, 2, 6, 5, 2, 1, 0.5632
9, 1, different, 2, 7, 2, 1, 0, 0.3103
9, 1, same, 1, 4, 1, 2, 0, 1.0571
9, 1, different, 2, 5, 7, 1, 0, 0.2349
9, 1, different, 1, 6, 8, 1, 1, 0.3899
9, 1, same, 2, 2, 1, 2, 1, 0.3649
9, 1, different, 2, 5, 7, 2, 1, 0.5184
9, 1, same, 1, 1, 4, 2, 0, 0.6362
9, 1, same, 2, 3, 2, 1, 0, 1.3089
9, 1, same, 2, 3, 1, 1, 0, 0.3442
9, 1, different, 1, 7, 1, 1, 1, 1.4967
9, 1, different, 2, 8, 2, 1, 0, 0.3907
9, 1, same, 2, 4, 2, 1, 0, 0.4075
9, 1, same, 2, 2, 4, 1, 0, 0.6973
9, 1, same, 1, 2, 1, 1, 1, 0.6059
9, 1, different, 1, 7, 2, 1, 1, 0.9613
